Category,Recipient Name,Project Purpose,Project Location,Amount Requested ($000),senator,category,recipient_name,project_purpose,project_location,amount_requested_000
,,,,,Mark Warner,"Interior, Environment, and Related Agencies",surrounding,communities in addition to three state facilities. will be used to design the replacement of,Prince George,800.0
,,,,,Mark Warner,"Interior, Environment, and Related Agencies","County, Virginia approximately","21,000 linear feet of asbestos cement",County VA,
,,,,,Mark Warner,"Interior, Environment, and Related Agencies",waterlines,"in Prince George County, Virginia","Document created 05/23/2024,",312.0
,,,,,Mark Warner,"Interior, Environment, and Related Agencies",Prince George Funding,will be used for the construction of new storage and,Prince George,4500.0
,,,,,Mark Warner,"Interior, Environment, and Related Agencies","County, Virginia pumping",facilities to replace current facilities that are,County VA,
,,,,,Mark Warner,"Interior, Environment, and Related Agencies",undersized,to meet current demands. will be used to provide complete redundancy in,Prince George,4000.0
,,,,,Mark Warner,"Interior, Environment, and Related Agencies","County, Virginia water",supply for ninety percent of the county’s public water,County VA,
,,,,,Mark Warner,"Interior, Environment, and Related Agencies",customers,and reduce the potential for disruption in service. will be used to rehabilitate a wastewater storage,Rockbridge County,1000.0
,,,,,Mark Warner,"Interior, Environment, and Related Agencies",Authority (MSA) tanks,"and associated equipment in Rockbridge County,",VA,
,,,,,Mark Warner,"Interior, Environment, and Related Agencies",Virginia.,will be used for the renovation of historic buildings,Shenandoah County,480.0
,,,,,Mark Warner,"Interior, Environment, and Related Agencies",at,Shrine Mont in Orkney Springs.,VA,
,,,,,Mark Warner,"Interior, Environment, and Related Agencies","Stafford County, Funding",will be used to increase conveyance capacity of a,Stafford County VA,3522.0
,,,,,Mark Warner,"Interior, Environment, and Related Agencies",Virginia water,main from the west side of I-95 to Richmond Highway tie into the existing water main line and support growth,in,
,,,,,Mark Warner,"Interior, Environment, and Related Agencies",northeastern,Stafford County. will be used to identify and communicate,Statewide/MultipleLocations,1500.0
,,,,,Mark Warner,"Interior, Environment, and Related Agencies",Council investment,"and policy needs to increase land access,",VA,
,,,,,Mark Warner,"Interior, Environment, and Related Agencies","of Governments preservation,","and resilience around our nation’s capital, the of Virginia, and the Chesapeake Bay. will be used to improve drinking water",Sussex County VA,1423.0
,,,,,Mark Warner,"Interior, Environment, and Related Agencies",Virginia infrastructure,"in the Town of Wakefield, Virginia. fund the acquisition of easements for the Route 460",Sussex County VA,2825.0
,,,,,Mark Warner,"Interior, Environment, and Related Agencies",Virginia Regional,Waterline Design Project which will enhance the of the Sussex Megasite. will be used to upgrade drinking water and,Town of Fries VA,1000.0
,,,,,Mark Warner,"Interior, Environment, and Related Agencies",Virginia wastewater,"infrastructure in the Town of Fries, Virginia. project will construct an adequate water tower in the",Town of Iron Gate,2000.0
,,,,,Mark Warner,"Interior, Environment, and Related Agencies",Virginia Town,of Stanardsville for adequate drinking water and fire,VA,
,,,,,Mark Warner,"Interior, Environment, and Related Agencies",flow,to the community. will be used to improve water quality in the Town,Town of Leesburg VA,1500.0
,,,,,Mark Warner,"Interior, Environment, and Related Agencies",Branch,"Stream, to reduce the discharge pollutants such as nitrogen, and phosphorus into area waterways feed into the Chesapeake Bay, and to protect adjoining properties from flooding and erosion. will be used to replace outdated equipment at the",Town of Wytheville,1886.0
,,,,,Mark Warner,"Interior, Environment, and Related Agencies",Virginia wastewater,"plant in the Town of Wytheville, Virginia.",VA,
,,,,,Mark Warner,"Interior, Environment, and Related Agencies",BVU Authority Funding,will be used to replace an aging waterline in,Washington County,2000.0
,,,,,Mark Warner,"Interior, Environment, and Related Agencies",Washington,"County, Virginia",VA,
,,,,,Mark Warner,"Interior, Environment, and Related Agencies",Wise County Public Funding,will be used to upgrade drinking water,Wise County VA,2000.0
,,,,,Mark Warner,"Interior, Environment, and Related Agencies",Service Authority infrastructure,"in the Town of Pound, Virginia. develop water infrastructure within the greater",Wythe County VA,3750.0
,,,,,Mark Warner,"Interior, Environment, and Related Agencies","DevelopmentAuthority Wytheville,",VA community. will be used to extend the municipal sewer system,York County VA,1600.0
,,,,,Mark Warner,"Military Construction, Veterans Affairs, and Related Agencies",The Honorable Kyrsten,"May 8, 2024 Sinema The Honorable",John Boozman,
,,,,,Mark Warner,"Military Construction, Veterans Affairs, and Related Agencies",Chair,"Ranking Member Construction, Subcommittee","on Military Construction,",
,,,,,Mark Warner,"Military Construction, Veterans Affairs, and Related Agencies","Veterans Affairs, and","Related Agencies Veterans Affairs,",and Related Agencies,
,,,,,Mark Warner,"Military Construction, Veterans Affairs, and Related Agencies",Senate Committee,on Appropriations Senate Committee,on Appropriations,
,,,,,Mark Warner,"Military Construction, Veterans Affairs, and Related Agencies","Washington, DC 20510","Washington,",DC 20510,
,,,,,Mark Warner,"Military Construction, Veterans Affairs, and Related Agencies",Dear Chair Sinema,and Ranking Member Boozman: neither I nor my immediate family has a pecuniary,interest in any of the,
,,,,,Mark Warner,"Military Construction, Veterans Affairs, and Related Agencies",congressionally directed,spending items that I have requested in,the Fiscal Year 2025 Military,
,,,,,Mark Warner,"Military Construction, Veterans Affairs, and Related Agencies","Construction, Veterans","Affairs, and Related Agencies appropriations","bill, consistent with the",
,,,,,Mark Warner,"Military Construction, Veterans Affairs, and Related Agencies",requirements of paragraph,9 of Rule XLIV of the Standing Rules,of the Senate. None of the,
,,,,,Mark Warner,"Military Construction, Veterans Affairs, and Related Agencies",entities for which I,"have requested congressionally directed spending Sincerely, MARK R. WARNER United States Senator",are for-profit entities.,
,,,,,Mark Warner,"Military Construction, Veterans Affairs, and Related Agencies",MilCon_Warner_CDS_Disclosure_24.pdf,,"Document created 05/08/2024,",325.0
,,,,,Mark Warner,"Military Construction, Veterans Affairs, and Related Agencies",RecipientName,"Warner, Mark(D-VA) Military Construction Congressionally Directed Spending Requests Project Purpose",ProjectLocation,
,,,,,Mark Warner,"Military Construction, Veterans Affairs, and Related Agencies",NSA Northwest Planning,& Design funding in support of a new 250-person enlisted,ChesapeakeVA,6895.0
,,,,,Mark Warner,"Military Construction, Veterans Affairs, and Related Agencies",Annex quarters,"for students assigned to training. in support of a new, larger Child Development Center,",to Norfolk VA,12000.0
,,,,,Mark Warner,"Military Construction, Veterans Affairs, and Related Agencies",Norfolk support,child care and child development for active duty military,and,
,,,,,Mark Warner,"Military Construction, Veterans Affairs, and Related Agencies",civilian,"families. in support of a new, larger Child Development Center,",to PortsmouthVA,23360.0
,,,,,Mark Warner,"Military Construction, Veterans Affairs, and Related Agencies",Shipyard support,child care and child development for active duty military,and,
,,,,,Mark Warner,"Military Construction, Veterans Affairs, and Related Agencies",civilian,"families. in support of a new, larger Child Development Center,",to Quantico VA,56810.0
,,,,,Mark Warner,"Military Construction, Veterans Affairs, and Related Agencies",support,child care and child development for active duty military,and,
,,,,,Mark Warner,"Military Construction, Veterans Affairs, and Related Agencies",civilian,"families. helps address shortages of quality housing, providing",VirginiaBeach,73230.0
,,,,,Mark Warner,"Military Construction, Veterans Affairs, and Related Agencies",unaccompanied,enlisted housing for nearly 500 personnel.,VA,
,,,,,Mark Warner,"Military Construction, Veterans Affairs, and Related Agencies",JEB Little Funding,"in support of a new, larger Child Development Center,",to VirginiaBeach,12000.0
,,,,,Mark Warner,"Military Construction, Veterans Affairs, and Related Agencies",Creek-Fort Story support,child care and child development for active duty military,and VA,
,,,,,Mark Warner,"Military Construction, Veterans Affairs, and Related Agencies",civilian,"families. in support of a new, larger Child Development Center,",to VirginiaBeach,12000.0
,,,,,Mark Warner,"Military Construction, Veterans Affairs, and Related Agencies",support,child care and child development for active duty military,and VA,
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration",The Honorable Martin,"May 8, 2024 Heinrich The Honorable",John Hoeven,
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration",Chair,Ranking,Member,
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration",Subcommittee on,"Agriculture, Rural Subcommittee","on Agriculture, Rural",
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration","Development, Food","and Drug Development,",Food and Drug,
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration","Administration, and",Related Agencies Administration,and Related Agencies,
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration",Dear Chair Heinrich,and Ranking Member Hoeven: I nor my immediate family has a pecuniary,interest in any of the,
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration",congressionally directed,spending items that I have requested in,the Fiscal Year 2025,
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration","Agriculture, Rural","Development, Food and Drug Administration,",and Related Agencies,
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration","appropriations bill,",consistent with the requirements of paragraph,9 of Rule XLIV of the,
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration",Standing Rules of,the Senate. None of the entities for which I have,requested congressionally,
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration",directed spending are,"for-profit entities. Sincerely, Mark R. Warner United States Senator","Document created 06/20/2024,",1006.0
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration",Recipient Name,"Warner, Mark(D-VA) Agriculture Congressionally Directed Spending Requests Project Purpose",Project Location,
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration",Chesapeake and Ohio,Funding will be used to make improvements to the,Alleghany County VA,263.0
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration",Historical Society,"Chesapeake and Ohio Railway Heritage Center in Clifton Forge, Virginia. Funding will be used to renovate an existing building",Bedford County VA,1000.0
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration",Bedford Area Family Young,"into a community center in Bedford County, Virginia. Funding will be used to construct a teaching kitchen",Bedford County VA,294.0
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration",Men's Christian Association,"at the Bedford YMCA in Bedford County, Virginia. Funding will be used to purchase a new fire truck to",Buchanan County VA,310.0
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration",Theatre Guild of Buchanan,"support emergency response in the Town of Grundy, Virginia. Funding will be used to make improvements to the",Buchanan County VA,174.0
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration","County, Inc","Community Arts Mainstage in Buchanan County, Virginia. Funding will be used to purchase a patrol vehicle to",Buchanan County VA,48.0
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration","City of Bristol, Virginia","serve the community of Buchanan County, Virginia. Funding will be used to purchase new municipal",City of Bristol VA,572.0
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration","The Family YMCA,","support vehicles for the City of Bristol, Virginia. Funding will be used to construct a new YMCA in the",City of Martinsville VA,2000.0
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration",Incorporated,"City of Martinsville, Virginia. Funding will be used by the Virginia Museum of",City of Martinsville VA,384.0
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration",History,"Natural History to establish a Young Explorer Center in the City of Martinsville, Virginia. Funding will be used to purchase a replacement",Dickenson County VA,196.0
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration","Isle of Wight County,","marquee for the Jettie Baker Center and a bucket truck to serve the community of Dickenson County, Virginia. Funding will be used to expand and renovate a fire",Isle of Wight County,1000.0
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration",Virginia,"department in Isle of Wight County, Virginia.",VA,
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration","Northampton County,",Funding will be used to replace and upgrade the,Northampton County,1000.0
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration",Virginia,"septic system in a building that is being converted into a community center in Northampton County, Virginia.",VA,
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration",Eastern Shore Area Agency,Funding will be used to rehabilitate the Eastern,Northampton County,1329.0
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration",on Aging/Community,Shore Area Agency on Aging/Community Action,VA,
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration",Action Agency,"Agency facility to support local seniors, children, and families. Funding will be used to repair and renovate a",Nottoway County VA,360.0
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration","One Family Productions,","community center in the Town of Crewe, Virginia. Funding will be used to upgrade equipment at the",Patrick County VA,202.0
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration",Inc.,"Star Theatre in Patrick County, Virginia. Funding will be used to expand and renovate a fire",Pulaski County VA,500.0
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration","Town of Goshen, Virginia","department building in the Town of Pulaski, Virginia. Funding will be used to renovate an existing building",Rockbridge County,319.0
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration","Russell County, Virginia","into a community service center in the Town of Goshen, Virginia Funding will be used to construct a new fire",Russell County VA,423.0
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration",AG_Warner_CDS_Disclosure_24.pdf,"department in Russell County, Virginia.","Document created 06/20/2024,",1006.0
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration","Town of Lebanon, Virginia",Funding will be used to purchase a replacement,Russell County VA,188.0
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration",Blue Ridge Public,"brush truck to serve the Town of Lebanon, Virginia. Funding will be used to acquire audio-video",Statewide/MultipleLocations,750.0
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration","Television, Inc; DBA, PBS",equipment to create and disseminate educational,VA,
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration",Appalachia,"content for distance learning, which will benefit educators and students across Southwest Virginia. Funding will be used to support a land-based mobile",Statewide/MultipleLocations,1000.0
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration",Tazewell Community,"radio system that will eliminate communication dead zones in the counties of Bath, Alleghany, Rockbridge, Highland, and Augusta. Funding will be used to construct a new medical",Tazewell County VA,1500.0
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration",Foundation,"office building in Tazewell County, Virginia. Funding will be used to purchase a new fire truck to",Town of Abingdon VA,750.0
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration",Washington County Fire,"support emergency response in the Town of Abingdon, Virginia. Funding will be used to purchase a fire rescue",Washington County,660.0
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration",Rescue #1,"engine to serve the community of Washington County, Virginia.",VA,
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration",Johnston Memorial,Funding will be used to expand the lab at the,Washington County,385.0
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration","Hospital, Inc.","Appalachian Highlands Community Dental Center in the Town of Abingdon, Virginia.",VA,
,,,,,Mark Warner,"Agriculture, Rural Development, Food & Drug Administration",Joint Industrial,Funding will be used to redevelop a blighted,Wythe County VA,1298.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",The Honorable Brian,"May 13, 2024 Schatz The",Honorable Cindy Hyde-Smith,
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Chairman,Ranking,Member,
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Subcommittee on,"Transportation, Subcommittee","on Transportation,",
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Housing and Urban,"Development, and Housing","and Urban Development,",
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Related Agencies,and,Related Agencies,
,,,,,Mark Warner,"Transportation, Housing and Urban Development",SD-131,"SH-125 20510 Washington,",DC 20510,
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Dear Chairman Schatz,and Ranking Member Hyde-Smith: neither I nor my immediate family has a pecuniary,interest in any of the,
,,,,,Mark Warner,"Transportation, Housing and Urban Development",congressionally directed,spending items that I have requested in,the Fiscal Year 2025,
,,,,,Mark Warner,"Transportation, Housing and Urban Development","Transportation, Housing","and Urban Development, and Related Agencies","appropriations bill,",
,,,,,Mark Warner,"Transportation, Housing and Urban Development",consistent with the,requirements of paragraph 9 of Rule XLIV of,the Standing Rules of the,
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Senate. None of the,entities for which I have requested congressionally,directed spending are,
,,,,,Mark Warner,"Transportation, Housing and Urban Development",for-profit entities.,"Sincerely, MARK R. WARNER United States Senator","Document created 06/20/2024,",421.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development","Warner,",Mark(D-VA) Transportation Housing and Congressionally Directed Spending Requests,AmountRequested($000),
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Recipient Name,Project Purpose,Project Location,
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Greater Charlottesville,Construction of deeply affordable rental units to,Albemarle County VA,1074.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Habitat for Humanity,prevent displacement of the low-income mobile home residents. To design and construct an all-abilities park within,Alleghany County VA,2500.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Virginia Department of,the Town of Clifton Forge. For Rehabilitation of the East Ridgeway Street,Alleghany County VA,2500.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Transportation,"Bridge in the Town of Clifton Forge, Virginia. The project will improve bicycle and pedestrian",Arlington County VA,960.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Transportation,"safety and accessibility along South George Mason Drive, a primary north-south corridor in Arlington and key access point to two federal installations. To bridge gaps in federal funding for rental",Arlington County VA,500.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development","Development Council,",assistance for refugees in high-cost areas. To provide funding for a resident amenity center at,Arlington County VA,2800.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development","AHC, Inc. (Affordable","Barcroft Apartments, that would improve residents’ quality of life, and is part of a comprehensive affordable housing rehabilitation project. To redevelop the Goodwill store in Arlington, VA, to",Arlington County VA,1175.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Homes & Communities),"create needed affordable rental homes, a childcare center, community center, outdoor space, and wrap-around services for residents. To perform site work to prepare for the creation of",Arlington County VA,2000.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Affordable Housing,"affordable senior apartments in a high opportunity area of Arlington County, VA. To support an affordable housing community as",Arlington County VA,2781.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Affordable Housing,part of a larger mixed-income master development. This project will study I-81 Exit 213 in Augusta,Augusta County VA,250.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Transportation,"County, Virginia to develop a preferred alternative to advance for design and construction. To improve Last Lock Park as a facility providing",Botetourt County VA,1707.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Virginia Department of,recreational amenities to an underserved rural area of Botetourt County Funding will be used to add fourth lanes to 3.98,Buchanan County VA,7000.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Transportation,"miles of US 460 Connector Phase II within Corridor Q in Buchanan County. To develop affordable housing in Carroll County,",Carroll County VA,1000.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",City of Charlottesville,Virginia. To replace a defunct commercial building with a,Charlottesville City VA,2400.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",City of Chesapeake,"mixed-use, affordable residential development with affordable apartments serving low- and moderate-income seniors, people with disabilities, and families. Chesapeake is converting a 10,000 sq ft building",Chesapeake City VA,369.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Hopkins House - A,"into a facility providing day services and overnight shelter, including showers, laundry, meals, and employment resources, in partnership with local organizations. To buildout space to house economic security, early",City of Alexandria VA,2500.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Center for Children and,"learning, and housing stability programs for Virginia public housing residents.","Document created 06/20/2024,",421.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",AlexandriaRedevelopment,"To construct modern, affordable senior housing in",City of Alexandria VA,3000.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Housing,"Alexandria, Virginia, for a variety of low and moderate-income levels. To plan and design the transformation of an aging",City of Alexandria VA,1500.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Inc.,28-unit with a new multifamily affordable housing development and increase deeply affordable housing options needed in Arlandria-Chirilagua. To construct affordable housing units in a,City of Alexandria VA,1651.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Partners Corporation,high-opportunity area in the City of Alexandria. To provide the physical infrastructure necessary to,City of Alexandria VA,3600.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Sustainable Food &,"house and expand Arcadia’s 9-year old successful training program for military veterans, active duty personnel, and their families for new careers in farming. This project aims to modernize Good360’s IT",City of Alexandria VA,1850.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Piedmont Community,"infrastructure to enhance operational efficiency, improving the distribution of essential goods, aligning with our mission to transform lives through product philanthropy. To establish a revolving working capital fund using",City of Charlottesville VA,1000.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Land Trust,"a strategic blend of investments to acquire and develop permanently affordable homeownership opportunities in the region. The Schooner Trail Park project, a short-term action",City of Chesapeake VA,500.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",City of Chesapeake,"recommended by the City's Mayor's Special Airline Boulevard/Holly Cove Task Force, aims to provide citizens with recreational activities for families. The project aims to create a safe pedestrian",City of Chesapeake VA,1150.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",City of Danville,"pathway along Myers Road, spanning from Atlantic Ave to Lyons Ave. Funding will be used to revitalize a predominant",City of Danville VA,1691.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",City of Danville,blighted structure to a mixed-use community focused facility with residential units and community focused offices and resources. To provide the community with a unique,City of Danville VA,4000.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Southside Community,"recreational amenity and a training facility for professional swift water rescue teams by repurposing an 1816 waterpower canal into a Whitewater Park. To construct affordable housing in Emporia, Virginia",City of Emporia VA,1000.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Development & Housing,and provide comprehensive resident services. The Birthplace of America Trail (BoAT) will provide a,City of Hampton VA,1450.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Transportation,multi-use trail connecting the Hampton Roads Region to the Virginia Capital Trail. To remove a dilapidated house and replace it with,City of Hampton VA,500.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Ecumenical Lodgings &,"affordable apartments dedicated to serving low-income households with a focus on seniors and veterans. This project proposes to enhance Honor Park,",City of Hampton VA,3000.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Hampton City,creating an accessible urban park integrating walkability and stormwater facilities while preserving the integrity and solemnity of the memorials. This project will provide accessibility and security,City of Hampton VA,3000.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",THUD_Warner_CDS_Disclosure_24.pdf,"improvements to the Therapeutic Recreation Center, allowing the City to better serve those with disabilities increasing accessibility and improved and increased programming.","Document created 06/20/2024,",421.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",City of Harrisonburg,To relocate four blocks of overhead utilities,City of Harrisonburg VA,6000.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",HarrisonburgRedevelopment,"underground during the reconstruction of Liberty Street to remove constraints that prevent housing and other development proposals from advancing, in the downtown core. To implement energy efficiency upgrades to and",City of Harrisonburg VA,1000.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",and,"renovate affordable housing for the elderly, disabled, and chronically homeless. To continue critical neighborhood street and",City of Hopewell VA,4989.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Transportation,"drainage improvements on the local transportation facilities along Hooker Street and perpendicular local roads to alleviate decades of local flooding on substandard roadways. To establish a permanent, year-round home for its",City of Hopewell VA,1144.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Young Men's Christian,farmers market that can also serve as a downtown civic space during times when the market is not active. To provide accessibility to all of the YMCA programs,City of Lynchburg VA,1423.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Association of Central,"and services to all people, regardless of age, race, gender, gender identity, or physical ability to enter and navigate the facilities. The Manassas Veterans Housing and Post Center",City of Manassas VA,2000.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Virginia,"project will construct new units of affordable housing focused on veterans in historic Manassas Virginia, while also revitalizing an American Legion post to serve local veterans and the community. The purpose of this project is to procure and install",City of Newport News VA,1520.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Transportation,"Signal System Components and optimize Signal Timing to decrease congestion and increase safety throughout the City. To replace an aging ROTC building, which is",City of Newport News VA,7900.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",University,"currently a 1964 2-story residential home, in favor of a more suitable training facility for CNU and W&M's ROTC cadets as they train to become officers in the United States Army. This project will target the renovation and",City of Newport News VA,2200.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Virginia Department of,improvement of facilities in Newport News Park that support community health and well-being. This project extends the useful life of the Military,City of Norfolk VA,2800.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Transportation,"Highway bridge, a major connector for the commercial business sector in southeast Norfolk serving approximately 59,000 vehicles daily. Funds provided will be used for new paratransit",City of Norfolk VA,3000.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Transportation,"vehicles, allowing HRT to serve our most transit-dependent riders, ensuring continued compliance with the Americans with Disabilities Act. Funding will be used to construct accessible",City of Norfolk VA,3000.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",YWCA South Hampton,passenger loading zones along the terminal building curbside. To construct a facility to serve and empower,City of Norfolk VA,2000.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Roads,"women, who have been victims of violence and abuse. Revitalizing Ferndale Park and the Appomattox",City of Petersburg VA,2600.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Virginia Department of,"River Trail presents an opportunity to improve community health, foster cultural enrichment and drive economic prosperity through destination improvements for residents and visitors. To construct a multi-use path to connect Poquoson",City of Poquoson VA,1015.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Transportation,to the Birthplace of America Trail and increase alternative transportation options within the City.,"Document created 06/20/2024,",421.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Maggie Walker,To create permanently affordable housing options in,City of Richmond VA,500.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Community Land Trust,"the Richmond metropolitan area, fostering community stability and economic opportunity for low- and moderate-income families. To build high-quality, safe, and affordable housing",City of Richmond VA,500.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Housing,with on-site supportive services to those individuals in the community with the greatest need. This project will improve stormwater management,City of Richmond VA,2231.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",disAbility Law Center,"in the largest watershed in the City of Richmond, as well as activating economic development opportunities in the same area. To acquire a location that will serve as office space",City of Richmond VA,850.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development","City of Richmond, VA","for the organization and as meeting, training and office space for disability organizations in Virginia. This project would rehabilitate an outdated",City of Richmond VA,2080.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Virginia Department of,"community center in one of the City’s lowest-income neighborhoods into a childcare facility, meeting one of the critical workforce needs of Central Virginia. Fall Line Trail Segment 4A is a two 2.1-mile regional",City of,5000.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Transportation,"trail project that improves multimodal transportation and encourages tourism, while better connecting the City of Richmond and Chesterfield County",VA,
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Virginia Department of,This project will rehabilitate Mill Mountain,City of Roanoke VA,4120.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Transportation,Greenway/Prospect Road from the intersection of Sylvan Road with Walnut Street to the top of Mill Mountain near the Zoo Funding will be used to support the acquisition of,City of Roanoke VA,2160.0
,,,,,Mark Warner,"Transportation, Housing and Urban Development",Airport Commission,property at the Roanoke Airport to extend the primary runaway and protect/prevent the development of incompatible land uses. This project transforms a historic school and,City of Roanoke VA,9630.0
