fiscal_year,secretariat,agency,program,service_area,appropriated_amount,total_spent_ytd,remaining_balance,execution_rate,number_of_unique_recipients,top_10_recipients,category_breakdown,match_type,match_score
2026,JUDICIAL,Circuit Courts,Pre-Trial/Trial/Appellate Proc,Detainr Agree:Othr St Prisonr,138814210.0,4512.03,138809697.97,3.250409306078967e-05,3,"[""City of Norfolk"", ""Hanover County Community Services"", ""FREDERICK COUNTY""]","{""CONTRACTUAL SERVICES"": 6}",fuzzy,0.8837209302325582
2026,JUDICIAL,Circuit Courts,Pre-Trial/Trial/Appellate Proc,District Courts,138814210.0,425.04,138813784.96,3.0619343653650444e-06,2,"[""B W WILSON PAPER CO INC"", ""SNOW,MATTHEW P""]","{""SUPPLIES AND MATERIALS"": 1, ""CONTRACTUAL SERVICES"": 1}",fuzzy,0.8837209302325582
2026,JUDICIAL,Circuit Courts,Pre-Trial/Trial/Appellate Proc,"Dr Fee-Sanity Commissn,Crim",138814210.0,334920.38,138479289.62,0.0024127240287575747,48,"[""Bay Forensic Psychology"", ""Forensic Psychology Associates PC"", ""Rebecca Loehrer"", ""Psychological Services of Chesapeake"", ""Rebecca Vauter"", ""Bluestone Forensic Evaluations LLC"", ""WILLIAMSBURG PSYCHOLOGY CENTER"", ""TriCoastal Psychological Services LLC"", ""Campbell Forensic and Psychological Serv"", ""Frank Psychology & Forensics LLC""]","{""CONTRACTUAL SERVICES"": 384}",fuzzy,0.8837209302325582
2026,JUDICIAL,Circuit Courts,Pre-Trial/Trial/Appellate Proc,Expert Witness,138814210.0,131923.01,138682286.99,0.000950356667375768,26,"[""Childrens Hospital of The Kings Daughter"", ""DOUGLAS S LACEY"", ""COR PARTNERS INC"", ""ROBIN FOSTER"", ""GORIN, JOSEPH  PSYD"", ""JULIEN J MASON JR"", ""Garrett Discovery Inc."", ""Richard Louis Feldman"", ""PAUL B SWARTZ"", ""Lisa Marie Doll""]","{""PERSONAL SERVICES"": 45, ""CONTRACTUAL SERVICES"": 9}",fuzzy,0.8837209302325582
2026,JUDICIAL,Circuit Courts,Pre-Trial/Trial/Appellate Proc,Extradition Allowance,138814210.0,646715.39,138167494.61,0.004658855818867535,69,"[""Director of Finance Cty of Fairfax VA"", ""City of Virginia Beach"", ""County of Tazewell Virginia"", ""Commonwealth of Virginia State Police"", ""County of Stafford"", ""County of Loudoun"", ""WISE COUNTY"", ""Henrico County Public Schools"", ""Scott County Board of Supervisors"", ""City of Chesapeake Virginia""]","{""CONTRACTUAL SERVICES"": 648}",fuzzy,0.8837209302325582
2026,JUDICIAL,Circuit Courts,Pre-Trial/Trial/Appellate Proc,GAL Minor Victim,138814210.0,2532.5,138811677.5,1.82438094774303e-05,2,"[""LAW OFFICE OF POLLY CHONG INC"", ""JAMES ALAN JOHNSON""]","{""CONTRACTUAL SERVICES"": 2}",fuzzy,0.8837209302325582
2026,JUDICIAL,Circuit Courts,Pre-Trial/Trial/Appellate Proc,Guard AdLitem-Habitl Off Adjud,138814210.0,18233.49,138795976.51,0.00013135175426204565,20,"[""ThompsonMcMullan PC"", ""SANDRA K HARDY"", ""JORDAN C PENNINGTON"", ""RAKNESS AND WRIGHT PLC"", ""H.E. CHIP SLATE II PC"", ""SARAH JANE NEWTON"", ""DAVID JAMES BOISVERT"", ""PHILIP L RUSSO JR PC"", ""KURYLO & GOLD PLC"", ""Law Office of Laurie A Conrad""]","{""CONTRACTUAL SERVICES"": 65}",fuzzy,0.8837209302325582
2026,JUDICIAL,Circuit Courts,Pre-Trial/Trial/Appellate Proc,Guardians/Conservatrs Fee&Cost,138814210.0,368232.61,138445977.39,0.0026527011175584976,160,"[""Stillman Law PLLC"", ""LAW OFFICE OF MACKAY BOYER"", ""ROBERT W LESNIAK"", ""Laura R Pyle PLLC"", ""THE LAW OFF OF CHRISTOPHER G FINDLATER"", ""GERYLEE M BARON"", ""AMY ESTES MCCULLOUGH"", ""THE HARRINGTON LAW GROUP LLC"", ""BRIAN R MANGANO PC"", ""KAREN ROBINS CARNEGIE PLC""]","{""CONTRACTUAL SERVICES"": 905, ""SUPPLIES AND MATERIALS"": 36}",fuzzy,0.8837209302325582
2026,JUDICIAL,Circuit Courts,Pre-Trial/Trial/Appellate Proc,Guardn AdLitem:Emrg Ordr Prtct,138814210.0,1548.4,138812661.6,1.1154477628767258e-05,2,"[""Rachel C Kellam Esq"", ""Carney Patterson Meade PLC""]","{""CONTRACTUAL SERVICES"": 3}",fuzzy,0.8837209302325582
2026,JUDICIAL,Circuit Courts,Pre-Trial/Trial/Appellate Proc,Indigent Appeal Atty Fee & Exp,138814210.0,505321.52,138308888.48,0.003640272274718849,107,"[""Counsel Press Inc"", ""CHARLES E HADEN ATTORNEY AT LAW"", ""Dennis McLoughlin Jr"", ""MARTIN & MARTIN LAW FIRM"", ""7 CITIES LAW PLLC"", ""GREGORY R SHELDON"", ""MEGHAN SHAPIRO WEIR"", ""HARRY DENNIS HARMON JR ESQUIRE"", ""JAMES A STEELE III"", ""Raymond Law  PLC""]","{""CONTRACTUAL SERVICES"": 472, ""SUPPLIES AND MATERIALS"": 37, ""CONTINUOUS CHARGES"": 2}",fuzzy,0.8837209302325582
2026,JUDICIAL,Circuit Courts,Pre-Trial/Trial/Appellate Proc,Interprt Fee- Non-English:Crim,138814210.0,320953.53,138493256.47,0.002312108609053785,151,"[""Maria Del Carmen L Weaver"", ""Spanish Resources LLC"", ""COURT INTERPRETING SERVICE LLC"", ""Mildred Schoenfeld-Hoy"", ""C&M Multilingual Service, Inc."", ""Target Translations & Interpretations LL"", ""Sara Bengel"", ""Manuela Crisp"", ""INTERPRETER GENIUS LLC"", ""Glossalia LLC""]","{""CONTRACTUAL SERVICES"": 1257}",fuzzy,0.8837209302325582
2026,JUDICIAL,Circuit Courts,Pre-Trial/Trial/Appellate Proc,Interprt Fee-Deaf-Crim Cases,138814210.0,21474.61,138792735.39,0.000154700372533907,13,"[""John A Folker"", ""Hope Enterprises Spurgeon Interpreting"", ""Christine Romp"", ""VISCOM Interpreting Inc"", ""Bruce Sofinski"", ""Foxmill Interpreting Inc"", ""Ortega International Reporting LLC"", ""Elaine D Hernandez"", ""Angela Monique DeVore"", ""Dorothy L Thomas""]","{""CONTRACTUAL SERVICES"": 56}",fuzzy,0.8837209302325582
2026,JUDICIAL,Circuit Courts,Pre-Trial/Trial/Appellate Proc,Intrp Non-Engl Speak Persn-Civ,138814210.0,141644.33,138672565.67,0.001020387826289542,113,"[""COURT INTERPRETING SERVICE LLC"", ""KOOL LANGUAGE SERVICES LLC"", ""Alicia Luna Parr"", ""INTERPRETER GENIUS LLC"", ""Maria Del Carmen L Weaver"", ""ANGELA GREENFIELD"", ""Albert Talamas"", ""MOHAMMAD CHAMANI"", ""JOSEFINA CALDWELL"", ""Dana Alkalas""]","{""CONTRACTUAL SERVICES"": 521}",fuzzy,0.8837209302325582
2026,JUDICIAL,Circuit Courts,Pre-Trial/Trial/Appellate Proc,Jurors Per Diem (Incl Travel),138814210.0,1077203.25,137737006.75,0.0077600358781712625,82,"[""CHESTERFIELD COUNTY"", ""City of Fredericksburg"", ""Rockingham County VA Treasurer"", ""Prince George County Board of Sup"", ""Hanover County Community Services"", ""GRANBY STREET PIZZA"", ""Bedford County"", ""King and Queen County"", ""LYNCHBURG CITY"", ""Henrico County Public Schools""]","{""PERSONAL SERVICES"": 177, ""CONTRACTUAL SERVICES"": 8}",fuzzy,0.8837209302325582
2026,JUDICIAL,Circuit Courts,Pre-Trial/Trial/Appellate Proc,Medical Fees-Evidnce Gathering,138814210.0,1643999.38,137170210.62,0.011843163462876026,12,"[""BON SECOURS ST MARYS HOSPITAL"", ""CENTRA HEALTH INC"", ""Commonwealth Radiology"", ""Inova Health Care Services"", ""Bon Secours Mercy Health Petersburg"", ""Bon Secours St Francis Medical Center"", ""Augusta Health Care Inc"", ""CHESAPEAKE FORENSIC SPECIALISTS"", ""Bon Secours Richmond Community Hospital"", ""SOUTHSIDE COMMUNITY HOSPITAL HOME CARE""]","{""CONTRACTUAL SERVICES"": 298}",fuzzy,0.8837209302325582
2026,JUDICIAL,Circuit Courts,Pre-Trial/Trial/Appellate Proc,Misc not Otherwise Compensable,138814210.0,241528.54,138572681.46,0.0017399410334143746,36,"[""Woodbridge Psychological Associates PC"", ""T Mobile USA Inc"", ""The Rector and Visitors of the Universit"", ""Eugene Foris Simopoulos"", ""Forensic Psychology Associates PC"", ""BRIAN LAMAR COWART"", ""Maven Psychology Group PC"", ""Psychological Services of Chesapeake"", ""Robinson Forensic Psychological Service"", ""Bay Forensic Psychology""]","{""PERSONAL SERVICES"": 74, ""CONTRACTUAL SERVICES"": 7, ""SUPPLIES AND MATERIALS"": 1}",fuzzy,0.8837209302325582
2026,JUDICIAL,Circuit Courts,Pre-Trial/Trial/Appellate Proc,Pen Registr Wire Tap/Trace Dev,138814210.0,9291.5,138804918.5,6.693479003338347e-05,7,"[""T Mobile USA Inc"", ""City of Hampton VA"", ""AT&T"", ""AT&T MOBILITY II LLC"", ""Cox Communications Inc"", ""LYNCHBURG CITY"", ""Robertson,Anschutz,Schneid,Crane& P,PLLC""]","{""PERSONAL SERVICES"": 30}",fuzzy,0.8837209302325582
2026,JUDICIAL,Circuit Courts,Pre-Trial/Trial/Appellate Proc,Pittston Coal WMWA,138814210.0,97964.85,138716245.15,0.0007057263806061354,23,"[""HAULER,TIMOTHY J"", ""FISHER,TIMOTHY S"", ""LERNER,L R"", ""ATKINS,MICHELLE J"", ""BOUTON,DANIEL R"", ""CONWAY JR,H VINCENT"", ""nan"", ""SHARRETT,WILLIAM A"", ""ANDREWS III,WILLIAM C"", ""SWORD,DEAN W""]","{""CONTRACTUAL SERVICES"": 203, ""PERSONAL SERVICES"": 12}",fuzzy,0.8837209302325582
2026,JUDICIAL,Circuit Courts,Pre-Trial/Trial/Appellate Proc,Revocation of Parole Atty,138814210.0,630.0,138813580.0,4.538440264869137e-06,1,"[""Spencer Meyer and Koch PLC""]","{""CONTRACTUAL SERVICES"": 1}",fuzzy,0.8837209302325582
2026,JUDICIAL,Circuit Courts,Pre-Trial/Trial/Appellate Proc,Special Prosecutors,138814210.0,603.0,138813607.0,4.343935682089031e-06,1,"[""Nazareth Innovative Law""]","{""PERSONAL SERVICES"": 1}",fuzzy,0.8837209302325582
2026,JUDICIAL,Circuit Courts,Pre-Trial/Trial/Appellate Proc,Sub/Retird Judge Travl-Circuit,138814210.0,428689.84,138385520.16,0.0030882273507877906,79,"[""HARRIS JR,LEE A"", ""GARDINER,RICHARD E"", ""SAVAGE III,WILLIAM R"", ""SHARP,CHARLES S"", ""ELLIS,JOSEPH J"", ""IRBY,JEANETTE A"", ""HUPP,DENNIS L"", ""MAXFIELD,CHARLES J"", ""HORNE,THOMAS D"", ""TENCH,CHARLES PETER""]","{""CONTRACTUAL SERVICES"": 763, ""PERSONAL SERVICES"": 12}",fuzzy,0.8837209302325582
2026,JUDICIAL,Circuit Courts,Pre-Trial/Trial/Appellate Proc,Susp Snt Conditn Med Exam/Test,138814210.0,4253.0,138809957.0,3.063807372458483e-05,2,"[""Michael L Hendricks PHD ABPP PLLC"", ""First Step Monitoring Incorporated""]","{""CONTRACTUAL SERVICES"": 5}",fuzzy,0.8837209302325582
2026,JUDICIAL,Circuit Courts,Pre-Trial/Trial/Appellate Proc,Trial Processes,138814210.0,16981755.3,121832454.7,0.12233441590742043,2,"[""nan"", ""MISCELLANEOUS ADJUSTMENT""]","{""PERSONAL SERVICES"": 80, ""CONTINUOUS CHARGES"": 1, ""CONTRACTUAL SERVICES"": 1, ""TRANSFER PAYMENTS"": 1}",fuzzy,0.8837209302325582
2026,JUDICIAL,Circuit Courts,Pre-Trial/Trial/Appellate Proc,Witness Out-Of-State Mileage,138814210.0,15233.38,138798976.62,0.000109739341527067,15,"[""City of Hampton VA"", ""BRENDA DANISZEWSKI"", ""Lilly Erin Elizabeth McNeal"", ""Jordan A Howard"", ""Kimberly Brown"", ""Lou Anne Ross Purnell"", ""Prince George County Board of Sup"", ""City of Suffolk"", ""Michelle King"", ""STACIE VANESSA SCOTT""]","{""CONTRACTUAL SERVICES"": 38}",fuzzy,0.8837209302325582
2026,JUDICIAL,Circuit Courts,Pre-Trial/Trial/Appellate Proc,Witness for Commonwealth,138814210.0,49447.31,138764762.69,0.00035621216300550207,34,"[""City of Richmond"", ""City of Newport News"", ""City of Chesapeake Virginia"", ""City of Virginia Beach"", ""Henrico County Public Schools"", ""County of Stafford"", ""City of Hampton VA"", ""LYNCHBURG CITY"", ""CITY OF RICHMOND"", ""City of Portsmouth""]","{""CONTRACTUAL SERVICES"": 140}",fuzzy,0.8837209302325582
2026,JUDICIAL,Combined District Courts,Pre-Trial/Trial/Appellate Proc,Appeal Hearing-Attorney,25948249.0,2127.5,25946121.5,8.19901181000691e-05,4,"[""SARAH JANE NEWTON"", ""TRACI HALL-STANLEY, PC"", ""NANCY KYLE WILKINSON PC"", ""JAMES M ZADELL""]","{""CONTRACTUAL SERVICES"": 11}",fuzzy,0.8837209302325582
2026,JUDICIAL,Combined District Courts,Pre-Trial/Trial/Appellate Proc,Combined Courts,25948249.0,157907.25,25790341.75,0.0060854684260198055,55,"[""TSRC Inc"", ""Guernsey, Inc"", ""B W WILSON PAPER CO INC"", ""EIS Office Solutions"", ""Abc Check Printing Corp"", ""The Pitney Bowes Bank Inc"", ""ALL-STATE International, Inc."", ""INTERSTATE OFFICE SUPPLY CO"", ""MISCELLANEOUS ADJUSTMENT"", ""VIRGINIA CORRECTIONAL ENTERPRISES""]","{""SUPPLIES AND MATERIALS"": 199, ""CONTRACTUAL SERVICES"": 81, ""EQUIPMENT"": 13, ""PERSONAL SERVICES"": 4, ""TRANSFER PAYMENTS"": 2, ""CONTINUOUS CHARGES"": 1}",fuzzy,0.8837209302325582
2026,JUDICIAL,Combined District Courts,Pre-Trial/Trial/Appellate Proc,Commitment Hearing-Attorney,25948249.0,62350.78,25885898.22,0.002402889690167533,24,"[""Lyons & Lyons PC"", ""TRACI HALL-STANLEY, PC"", ""SARAH JANE NEWTON"", ""CRAIG M LEISURE"", ""PETER EDWARDS"", ""WARREN S NEILY JR"", ""ELSA M SEIDEL"", ""JAMES M ZADELL"", ""JOHN B CHAPPELL"", ""JAMES H RITCHIE JR""]","{""CONTRACTUAL SERVICES"": 194}",fuzzy,0.8837209302325582
2026,JUDICIAL,Combined District Courts,Pre-Trial/Trial/Appellate Proc,Commitment Hearing-Interpreter,25948249.0,120.0,25948129.0,4.624589505056777e-06,1,"[""LEANNE S KARLINSKY""]","{""CONTRACTUAL SERVICES"": 1}",fuzzy,0.8837209302325582
2026,JUDICIAL,Combined District Courts,Pre-Trial/Trial/Appellate Proc,Commitment Hearing-Physician,25948249.0,41504.1,25906744.9,0.0015994952106402247,11,"[""ROANOKE FAMILY MEDICINE INC"", ""DENICE M OLINGER LPC LLC"", ""JOAN R LANDOLT"", ""TOSHIA NAJAR CURTISS"", ""MARTHA F LUPER"", ""RODION P TSIPTSIS"", ""Renewal Christian Counseling PLLC"", ""Elizabeth Susan Jayme"", ""JENNA REECE"", ""LUNSFORD LYNNE M""]","{""CONTRACTUAL SERVICES"": 119, ""SUPPLIES AND MATERIALS"": 18}",fuzzy,0.8837209302325582
2026,JUDICIAL,Combined District Courts,Pre-Trial/Trial/Appellate Proc,Commitment Hearing-Sp Justice,25948249.0,49200.79,25899048.21,0.00189611214228752,16,"[""THE LAW OFFICE OF TAYLOR M BAKER PLLC"", ""LUKE D JENNINGS ATTORNEY AT LAW"", ""DAVID JAMES BOISVERT"", ""JOSEPH F VANNOY"", ""TERRY W TEEL PC"", ""WILLIAM D ALLEN III"", ""C EUGENE COMPTON PC"", ""J LARRY WILLIAMSON"", ""THE PERSONAL INJURY & CRIMINAL LAW FIRM"", ""JOE H SHORT ATTORNEY AT LAW""]","{""CONTRACTUAL SERVICES"": 203, ""SUPPLIES AND MATERIALS"": 41}",fuzzy,0.8837209302325582
2026,JUDICIAL,Combined District Courts,Pre-Trial/Trial/Appellate Proc,Consnt Med Treatmnt Sp Justice,25948249.0,16623.64,25931625.36,0.0006406459256653503,11,"[""THE LAW OFFICE OF TAYLOR M BAKER PLLC"", ""WILLIAM D ALLEN III"", ""THE PERSONAL INJURY & CRIMINAL LAW FIRM"", ""J LARRY WILLIAMSON"", ""C EUGENE COMPTON PC"", ""JOSEPH F VANNOY"", ""LINDA M H TOMLIN"", ""JOE H SHORT ATTORNEY AT LAW"", ""LINDSAY ROGERS HARTZ"", ""LUKE D JENNINGS ATTORNEY AT LAW""]","{""CONTRACTUAL SERVICES"": 111, ""SUPPLIES AND MATERIALS"": 8}",fuzzy,0.8837209302325582
2026,JUDICIAL,Combined District Courts,Pre-Trial/Trial/Appellate Proc,Courts Automated Info Systems,25948249.0,-45859.72,25994108.72,-0.0017673531651403532,7,"[""MISCELLANEOUS ADJUSTMENT"", ""DATA CONCEPTS LLC"", ""HEWLETT PACKARD ENTERPRISE COMPANY"", ""Morton Consulting LLC"", ""SYNIGENT TECHNOLOGIES"", ""Experis US, LLC."", ""Computer & Engineering Services Inc""]","{""CONTRACTUAL SERVICES"": 43, ""EQUIPMENT"": 5}",fuzzy,0.8837209302325582
2026,JUDICIAL,Combined District Courts,Pre-Trial/Trial/Appellate Proc,Detentn Cst-Physcn Psychothrpy,25948249.0,16887.08,25931361.92,0.000650798441158785,13,"[""CRAIG M LEISURE"", ""JOHN B CHAPPELL"", ""NANCY KYLE WILKINSON PC"", ""NELMS & NELMS PC"", ""JAMES H RITCHIE JR"", ""ELSA M SEIDEL"", ""THE WILLIAMS FIRM PLLC"", ""SARAH JANE NEWTON"", ""PETER EDWARDS"", ""TRACI HALL-STANLEY, PC""]","{""CONTRACTUAL SERVICES"": 84}",fuzzy,0.8837209302325582
2026,JUDICIAL,Combined District Courts,Pre-Trial/Trial/Appellate Proc,Mediation Services,25948249.0,7215.29,25941033.71,0.00027806462008284256,15,"[""Pie Dumas"", ""Community Mediation Center"", ""VERONICA D DELAGRANGE"", ""Piedmont Dispute Resolution Center Inc"", ""DONNA C CHEWNING"", ""DP MEDIATION SERVICES LLC"", ""Parenting SCIL 0f Williamsburg LLC"", ""MEDIATION CENTER OF CHARLOTTESVILLE"", ""The Bridge Institute Inc"", ""SULLIVAN MEDIATION AND TRANSLATION LLC""]","{""CONTRACTUAL SERVICES"": 41}",fuzzy,0.8837209302325582
2026,JUDICIAL,Combined District Courts,Pre-Trial/Trial/Appellate Proc,Preliminary Hearing-Attorney,25948249.0,3998.0,25944251.0,0.0001540759070101416,4,"[""JOHN B CHAPPELL"", ""NANCY KYLE WILKINSON PC"", ""NELMS & NELMS PC"", ""JAMES H RITCHIE JR""]","{""CONTRACTUAL SERVICES"": 22}",fuzzy,0.8837209302325582
2026,JUDICIAL,Combined District Courts,Pre-Trial/Trial/Appellate Proc,Preliminary Hearing-Physician,25948249.0,11931.0,25936318.0,0.00045979981154027004,3,"[""CAROLYN F SCHOENHERR-CRUMP"", ""Michael E Hayter LLC"", ""Propel Counseling Group LLC""]","{""CONTRACTUAL SERVICES"": 23}",fuzzy,0.8837209302325582
2026,JUDICIAL,Combined District Courts,Pre-Trial/Trial/Appellate Proc,Preliminary Hearing-Sp Justice,25948249.0,13680.0,25934569.0,0.0005272032035764726,5,"[""THE PERSONAL INJURY & CRIMINAL LAW FIRM"", ""LINDA M H TOMLIN"", ""LINDSAY ROGERS HARTZ"", ""J LARRY WILLIAMSON"", ""JOSEPH F VANNOY""]","{""CONTRACTUAL SERVICES"": 27}",fuzzy,0.8837209302325582
2026,JUDICIAL,Combined District Courts,Pre-Trial/Trial/Appellate Proc,Recommit Hearing-Sp Justice,25948249.0,14169.12,25934079.88,0.000546053030399084,7,"[""WILLIAM D ALLEN III"", ""THE LAW OFFICE OF TAYLOR M BAKER PLLC"", ""J LARRY WILLIAMSON"", ""THE PERSONAL INJURY & CRIMINAL LAW FIRM"", ""LUKE D JENNINGS ATTORNEY AT LAW"", ""JOSEPH F VANNOY"", ""LINDA M H TOMLIN""]","{""CONTRACTUAL SERVICES"": 54, ""SUPPLIES AND MATERIALS"": 3}",fuzzy,0.8837209302325582
2026,JUDICIAL,Combined District Courts,Pre-Trial/Trial/Appellate Proc,Recommit Inmate - Sp Justice,25948249.0,240.0,25948009.0,9.249179010113553e-06,2,"[""J LARRY WILLIAMSON"", ""THE PERSONAL INJURY & CRIMINAL LAW FIRM""]","{""CONTRACTUAL SERVICES"": 2}",fuzzy,0.8837209302325582
2026,JUDICIAL,Combined District Courts,Pre-Trial/Trial/Appellate Proc,Recommit Inmate-Examnr/Physcn,25948249.0,150.0,25948099.0,5.780736881320971e-06,1,"[""Propel Counseling Group LLC""]","{""CONTRACTUAL SERVICES"": 2}",fuzzy,0.8837209302325582
2026,JUDICIAL,Combined District Courts,Pre-Trial/Trial/Appellate Proc,Recommitment Hearing-Attorney,25948249.0,15634.0,25932615.0,0.0006025069360171471,9,"[""JOHN B CHAPPELL"", ""THE WILLIAMS FIRM PLLC"", ""NELMS & NELMS PC"", ""NANCY KYLE WILKINSON PC"", ""CRAIG M LEISURE"", ""SARAH JANE NEWTON"", ""ELSA M SEIDEL"", ""JAMES M ZADELL"", ""PETER EDWARDS""]","{""CONTRACTUAL SERVICES"": 47}",fuzzy,0.8837209302325582
2026,JUDICIAL,Combined District Courts,Pre-Trial/Trial/Appellate Proc,Recommitment Hearing-Physician,25948249.0,10447.2,25937801.8,0.000402616762310243,4,"[""LUNSFORD LYNNE M"", ""JOAN R LANDOLT"", ""TOSHIA NAJAR CURTISS"", ""RODION P TSIPTSIS""]","{""CONTRACTUAL SERVICES"": 30}",fuzzy,0.8837209302325582
2026,JUDICIAL,Combined District Courts,Pre-Trial/Trial/Appellate Proc,Recommitment Inmate - Attorney,25948249.0,520.0,25947729.0,2.003988785524603e-05,2,"[""JOHN B CHAPPELL"", ""NELMS & NELMS PC""]","{""CONTRACTUAL SERVICES"": 4}",fuzzy,0.8837209302325582
2026,JUDICIAL,Combined District Courts,Pre-Trial/Trial/Appellate Proc,Temp Detention Ordr-Sp Justice,25948249.0,630.0,25947619.0,2.427909490154808e-05,3,"[""JOSEPH F VANNOY"", ""LUKE D JENNINGS ATTORNEY AT LAW"", ""DAVID JAMES BOISVERT""]","{""CONTRACTUAL SERVICES"": 9}",fuzzy,0.8837209302325582
2026,JUDICIAL,Combined District Courts,Pre-Trial/Trial/Appellate Proc,Temp Detentn Order-Physician,25948249.0,603.5,25947645.5,2.325783138584804e-05,1,"[""ELIZABETH WEDEMEYER MOON""]","{""CONTRACTUAL SERVICES"": 3}",fuzzy,0.8837209302325582
2026,JUDICIAL,Combined District Courts,Pre-Trial/Trial/Appellate Proc,Trial Processes,25948249.0,3868348.19,22079900.81,0.14907935367816147,1,"[""nan""]","{""PERSONAL SERVICES"": 114}",fuzzy,0.8837209302325582
2026,JUDICIAL,Court of Appeals of Virginia,Pre-Trial/Trial/Appellate Proc,Appellate Review,21937991.0,5690867.2,16247123.8,0.2594069438719343,2,"[""nan"", ""MISCELLANEOUS ADJUSTMENT""]","{""PERSONAL SERVICES"": 103, ""CONTRACTUAL SERVICES"": 1}",fuzzy,0.8837209302325582
2026,JUDICIAL,Court of Appeals of Virginia,Pre-Trial/Trial/Appellate Proc,Court of Appeals,21937991.0,440917.56,21497073.44,0.020098356317130407,94,"[""MISCELLANEOUS ADJUSTMENT"", ""Matthew Bender & Company Inc"", ""Wells,Julia Wilson"", ""HUMPHREYS,ROBERT J"", ""CHANEY,VERNIDA ROCHELLE"", ""WHITE,KIMBERLEY SLAYTON"", ""LORISH,LISA M"", ""CALLINS,DOMINIQUE A"", ""FRIEDMAN,FRANK K"", ""BERNHARD,DAVID""]","{""CONTRACTUAL SERVICES"": 388, ""CONTINUOUS CHARGES"": 63, ""SUPPLIES AND MATERIALS"": 22, ""EQUIPMENT"": 6, ""PERSONAL SERVICES"": 4}",fuzzy,0.8837209302325582
2026,JUDICIAL,Court of Appeals of Virginia,Pre-Trial/Trial/Appellate Proc,Justices and Clerks Office,21937991.0,307.52,21937683.48,1.4017691957299097e-05,2,"[""Squires,Courtney Jean"", ""Atwood,Mark Alejandro""]","{""CONTRACTUAL SERVICES"": 2}",fuzzy,0.8837209302325582
2026,JUDICIAL,General District Courts,Pre-Trial/Trial/Appellate Proc,Adm Impoundmnt of Motor Veh,153773397.0,2600.0,153770797.0,1.690799612107158e-05,1,"[""Sids Towing Inc""]","{""CONTRACTUAL SERVICES"": 1}",fuzzy,0.8837209302325582
2026,JUDICIAL,General District Courts,Pre-Trial/Trial/Appellate Proc,Appeal Hearing-Attorney,153773397.0,6990.0,153766407.0,4.545649726395782e-05,20,"[""ROBERT W LESNIAK"", ""LAW OFFICE OF LESLIE A SHOPF"", ""CURT M NICHOLS"", ""MARTIN & MARTIN LAW FIRM"", ""NANCY KYLE WILKINSON PC"", ""JEFFREY S SMITH"", ""BERNSTEINHOUGH, PC"", ""THE LAW OFFICE OF GORDON C KLUGH"", ""Lisa Marquita Benjamin"", ""JAMES M ZADELL""]","{""CONTRACTUAL SERVICES"": 73}",fuzzy,0.8837209302325582
2026,JUDICIAL,General District Courts,Pre-Trial/Trial/Appellate Proc,Appeal Hearing-Physician,153773397.0,767.51,153772629.49,4.991175424186018e-06,3,"[""SUZANNE B HERBERG"", ""WILLIAM MCKENNA"", ""NEUROPSYCHLOGICAL ASSOCIATES OF WINCHEST""]","{""CONTRACTUAL SERVICES"": 6}",fuzzy,0.8837209302325582
2026,JUDICIAL,General District Courts,Pre-Trial/Trial/Appellate Proc,Attorney Commitment,153773397.0,183.25,153773213.75,1.1916885727639873e-06,2,"[""G MICHAEL PRICE"", ""COUNSELING & LITIGATION PC""]","{""CONTRACTUAL SERVICES"": 3}",fuzzy,0.8837209302325582
2026,JUDICIAL,General District Courts,Pre-Trial/Trial/Appellate Proc,Blood Analysis Drugs,153773397.0,925.0,153772472.0,6.0153447738427736e-06,1,"[""Director of Finance Cty of Fairfax VA""]","{""CONTRACTUAL SERVICES"": 4}",fuzzy,0.8837209302325582
2026,JUDICIAL,General District Courts,Pre-Trial/Trial/Appellate Proc,Blood Withdrawl & Analysis,153773397.0,13225.0,153760172.0,8.600317257737371e-05,9,"[""Montgomery Regional Hospital Inc"", ""CENTRA HEALTH INC"", ""Director of Finance Cty of Fairfax VA"", ""RIVERSIDE MIDDLE PENINSULA HOSPITAL INC"", ""Augusta Health Care Inc"", ""Warren Memorial Hospital Inc"", ""Riverside Hospital Inc"", ""Doctors Hospital of Williamsburg"", ""Bedford Memorial Hospital""]","{""CONTRACTUAL SERVICES"": 141}",fuzzy,0.8837209302325582
2026,JUDICIAL,General District Courts,Pre-Trial/Trial/Appellate Proc,Central Appropriations and Exp,153773397.0,126200.82,153647196.18,0.0008206934519369433,6,"[""Crabar GBF Inc. Subsidiary of Ennis Inc."", ""COPY CAT PRINTING"", ""Morton G Thalhimer Inc"", ""MISCELLANEOUS ADJUSTMENT"", ""KING BUSINESS FORMS CORP"", ""VIRGINIA CORRECTIONAL ENTERPRISES""]","{""SUPPLIES AND MATERIALS"": 20, ""CONTINUOUS CHARGES"": 5, ""CONTRACTUAL SERVICES"": 4}",fuzzy,0.8837209302325582
2026,JUDICIAL,General District Courts,Pre-Trial/Trial/Appellate Proc,Certificatn Hearing-Sp Justice,153773397.0,706.7,153772690.3,4.595723407215879e-06,6,"[""GEORGE A H LYLE"", ""JEFFERY ROSS PATTON"", ""ROBERT W HALEY ATTORNEY AT LAW"", ""LUKE D JENNINGS ATTORNEY AT LAW"", ""JAMES Q POPE"", ""GEORGE W GILLS""]","{""CONTRACTUAL SERVICES"": 11}",fuzzy,0.8837209302325582
